link,data,miasto,dzielnica,cena,od,poziom,umeblowanie,zabudowa,powierzchnia,pokoje,czynsz dodatkowo
https://www.olx.pl/oferta/mieszkanie-2-pokoje-z-oddzielna-kuchnia-zabkowska-koneser-praga-CID3-IDJuvja.html#fd074becd5,17 kwietnia 2021,"Warszawa,",Praga-Północ,1850,Osoby prywatnej,3,1,Blok,38,2,450
https://www.olx.pl/oferta/mieszkanie-2-pok-oddzielne-kuchnia-przy-wejsciu-do-metra-targowek-m-CID3-IDJme2p.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Targówek,1650,Osoby prywatnej,2,1,Blok,35,2,515
https://www.olx.pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-przy-ul-woloskiej-i-woronicza-CID3-IDHV9tH.html#839a743bc2;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,3,1,Blok,40,2,500
https://www.olx.pl/oferta/apartament-34-m-wlochy-czynsz-w-cenie-nowy-zaciszny-bezpieczny-CID3-IDEmLvb.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Włochy,2000,Osoby prywatnej,Parter,1,Kamienica,34,Kawalerka,1
https://www.olx.pl/oferta/2-pokoje-przy-ul-domaniewskiej-40m-blisko-metra-CID3-IDJtoHO.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Mokotów,2400,Biuro / Deweloper,Powyżej 10,1,Blok,40,2,1
https://www.olx.pl/oferta/kawalerka-bliska-wola-CID3-IDJh130.html#bd20095740,16 kwietnia 2021,"Warszawa,",Wola,1500,Osoby prywatnej,4,0,Kamienica,33,Kawalerka,150
https://www.olx.pl/oferta/wynajme-wyremontowane-mieszkanie-ursus-CID3-IDItSno.html#bd20095740,16 kwietnia 2021,"Warszawa,",Ursus,1600,Osoby prywatnej,2,1,Blok,42,2,400
https://www.olx.pl/oferta/wynajme-bezposrednio-3-pokojowe-mieszkanie-74m-CID3-IDIrSg4.html#25e8bbc894,16 kwietnia 2021,"Warszawa,",Białołęka,2350,Osoby prywatnej,1,1,Blok,74,3,600
https://www.olx.pl/oferta/kawalerka-z-balkonem-ul-mokotowska-CID3-IDJbGbH.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Śródmieście,2600,Osoby prywatnej,2,1,Kamienica,39,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-jednopokojowe-z-oddzielna-kuchnia-bezposrednio-CID3-IDJukVv.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Praga-Północ,1400,Osoby prywatnej,6,1,Kamienica,28,Kawalerka,400
https://www.olx.pl/oferta/kawalerka-na-wynajem-studio-to-rent-pl-unii-lubelskiej-mokotow-CID3-IDJl1yu.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,4,1,Kamienica,25,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-dwupokojowe-w-apartamentowcu-CID3-IDJtCc8.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Praga-Południe,2800,Osoby prywatnej,5,1,Apartamentowiec,47,2,1
https://www.olx.pl/oferta/kawalerka-sady-zoliborskie-metro-marymont-bezposrednio-CID3-IDIS3Io.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Żoliborz,1900,Osoby prywatnej,4,1,Blok,28,Kawalerka,1
https://www.olx.pl/oferta/atrakcyjne-mieszkanie-na-warszawskiej-bialolece-nowe-osiedle-zeran-CID3-IDJtuMP.html#5a80808650,16 kwietnia 2021,"Warszawa,",Białołęka,1900,Biuro / Deweloper,4,1,Apartamentowiec,44,2,425
https://www.olx.pl/oferta/mieszkanie-przy-lazienkach-CID3-IDIvn1S.html#fd074becd5;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,1750,Biuro / Deweloper,4,1,Kamienica,40,Kawalerka,450
https://www.olx.pl/oferta/do-wynajecia-cicha-kawalerka-na-mokotowie-przy-stacji-raclawicka-CID3-IDJuj3b.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Osoby prywatnej,4,1,Kamienica,32,Kawalerka,200
https://www.olx.pl/oferta/ciche-mieszkanie-wynajme-CID3-IDJfEEm.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Mokotów,2000,Osoby prywatnej,Parter,1,Blok,72,2,730
https://www.olx.pl/oferta/wynajme-2-pokoje-na-os-lewandow-bialoleka-CID3-IDFZoGh.html#422618dedf,17 kwietnia 2021,"Warszawa,",Białołęka,1700,Osoby prywatnej,Parter,1,Blok,44,2,1
https://www.olx.pl/oferta/studio-o-pow-26m2-ul-siedmiogrodzka-karolkowa-metro-wola-CID3-IDIoVHD.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Wola,1800,Biuro / Deweloper,7,1,Apartamentowiec,26,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-48m-warszawa-ursus-skorosze-garaz-pilnie-CID3-IDHOCyW.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Ursus,1800,Osoby prywatnej,3,1,Blok,48,2,300
https://www.olx.pl/oferta/2-pokojowe-przy-klemensiewicza-CID3-IDJufQi.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Bemowo,1800,Osoby prywatnej,4,1,Blok,54,2,800
https://www.olx.pl/oferta/pokoj-przy-metrze-imielin-18-m-z-balkonem-CID3-IDG5oJ5.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Ursynów,950,Osoby prywatnej,1,1,Blok,18,4,10
https://www.olx.pl/oferta/dwupokojowe-na-mokotowie-wynajme-ul-wiktorska-metro-raclawicka-CID3-IDIfKEZ.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,1,1,Kamienica,39,2,1
https://www.olx.pl/oferta/wynajme-2-pokojowe-mieszkanie-warszawa-ul-kochanowskiego-CID3-IDHXHxx.html#422618dedf,17 kwietnia 2021,"Warszawa,",Bielany,1700,Osoby prywatnej,4,1,Blok,42,2,538
https://www.olx.pl/oferta/mieszkanie-z-ogrodkiem-umeblowane-bez-czynszu-na-targowku-CID3-IDClmc3.html#bea34531db,18 kwietnia 2021,"Warszawa,",Targówek,1250,Osoby prywatnej,Parter,1,Dom,45,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-36-m2-2-pokoje-oddzielna-kuchnia-powstancow-slaskich-CID3-IDJuaFW.html#422618dedf,17 kwietnia 2021,"Warszawa,",Bemowo,2000,Osoby prywatnej,2,1,Blok,36,2,500
https://www.olx.pl/oferta/do-wynajecia-nowe-mieszkanie-3-pokojowe-poborzanska-CID3-IDIVJb7.html#5a80808650;promoted,16 kwietnia 2021,"Warszawa,",Targówek,2200,Osoby prywatnej,2,1,Apartamentowiec,54,3,800
https://www.olx.pl/oferta/kawalerka-32-m2-nowodwory-ul-nowodworska-miejsce-parkingowe-CID3-IDJuBfi.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Białołęka,1000,Biuro / Deweloper,1,1,Blok,32,Kawalerka,400
https://www.olx.pl/oferta/apartament-na-mokotowie-blisko-wisly-i-lazienek-CID3-IDJqjxv.html#db57b3b96a;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,3800,Osoby prywatnej,3,1,Apartamentowiec,66,2,600
https://www.olx.pl/oferta/mieszkanie-dwupokojowe-wawer-miedzylesie-CID3-IDJtWb9.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Wawer,2200,Osoby prywatnej,Parter,1,Blok,60,2,1
https://www.olx.pl/oferta/mieszkanie-blisko-centrum-nowolipki-muranow-CID3-IDIThuX.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,1700,Osoby prywatnej,2,1,Kamienica,38,2,360
https://www.olx.pl/oferta/mieszkanie-dla-ciebie-na-gornym-mokotowie-CID3-IDHZa1o.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1300,Osoby prywatnej,4,1,Kamienica,32,Kawalerka,413
https://www.olx.pl/oferta/wynajme-kawalerke-os-bliska-wola-CID3-IDHSvqN.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Wola,1600,Osoby prywatnej,4,1,Apartamentowiec,18,Kawalerka,1
https://www.olx.pl/oferta/do-wynajecia-3-pokojowe-mieszkanie-na-ochocie-okolice-szp-na-banacha-CID3-IDJotwX.html#bea34531db;promoted,18 kwietnia 2021,"Warszawa,",Ochota,2300,Osoby prywatnej,2,0,Blok,50,3,500
https://www.olx.pl/oferta/bezposrednio-mieszkanie-2-pok-44-m2-bielany-wolczynska-CID3-IDJuHWw.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Bielany,2000,Osoby prywatnej,Powyżej 10,1,Blok,44,2,100
https://www.olx.pl/oferta/warszawa-bialoleka-aluzyjna-21g-46-0-m2-CID3-IDJetuQ.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Białołęka,1600,Osoby prywatnej,7,1,Blok,46,2,1
https://www.olx.pl/oferta/niedrogie-mieszkanie-do-wynajecia-CID3-IDJuKuY.html#4a0499b52f,18 kwietnia 2021,"Warszawa,",Mokotów,2500,Osoby prywatnej,1,1,Kamienica,51,2,150
https://www.olx.pl/oferta/wynajme-apartament-CID3-IDJugkf.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,3200,Osoby prywatnej,1,1,Apartamentowiec,51,2,80
https://www.olx.pl/oferta/wynajme-kawalerke-w-centrum-przy-wejsciu-do-metra-politechnika-CID3-IDJeYa7.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Mokotów,1500,Osoby prywatnej,6,0,Blok,23,Kawalerka,500
https://www.olx.pl/oferta/nowe-2-pok-na-odolanach-CID3-IDJj6ug.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Wola,1800,Osoby prywatnej,3,1,Apartamentowiec,30,2,400
https://www.olx.pl/oferta/do-wynajecia-przestronne-4-pokojowe-mieszkanie-2-lazienki-bielany-CID3-IDIPrEc.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Bielany,3499,Osoby prywatnej,9,1,Blok,88,4,1
https://www.olx.pl/oferta/wynajme-mieszkanie-CID3-IDGEUvN.html#14aaf70e72,17 kwietnia 2021,"Warszawa,",Targówek,1500,Osoby prywatnej,5,1,Blok,38,2,620
https://www.olx.pl/oferta/wynajme-mieszkanie-warszawa-wola-CID3-IDJgxx1.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Wola,1700,Osoby prywatnej,2,1,Blok,43,2,100
https://www.olx.pl/oferta/bezp-2-pokojowe-al-niepodleglosci-metro-wierzbno-CID3-IDJtDVn.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Mokotów,1900,Osoby prywatnej,9,1,Blok,38,2,400
https://www.olx.pl/oferta/cicha-kawalerka-z-aneksem-sypialnym-przy-ul-belskiej-rog-woloskiej-CID3-IDImdmV.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Mokotów,2000,Biuro / Deweloper,9,1,Blok,30,Kawalerka,1
https://www.olx.pl/oferta/do-wynajecia-mieszkanie-2-pok-o-pow-61-m2-z-miejscem-postojowym-CID3-IDJu6jk.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Targówek,2000,Osoby prywatnej,3,1,Blok,61,2,350
https://www.olx.pl/oferta/wynajme-mieszkanie-atrium-skorosze-2-pokoje-35-m2-ursus-warszawa-CID3-IDJtBVE.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Ursus,2000,Osoby prywatnej,2,1,Apartamentowiec,35,2,1
https://www.olx.pl/oferta/mieszkanie-nad-jeziorkiem-na-wynajem-CID3-IDBRyYl.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,2500,Biuro / Deweloper,6,1,Apartamentowiec,55,2,400
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-dostepne-od-dzis-CID3-IDJp8qD.html#67d7dd83b9;promoted,12 kwietnia 2021,"Warszawa,",Śródmieście,1800,Biuro / Deweloper,2,0,Blok,38,Kawalerka,1
https://www.olx.pl/oferta/wynajme-nowe-mieszkanie-40m2-2-pok-umeblowane-wysoki-standart-CID3-IDHhdrs.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Białołęka,1700,Osoby prywatnej,2,1,Blok,40,2,540
https://www.olx.pl/oferta/mieszkanie-3-pokojowe-CID3-IDJ0nvO.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Bielany,3000,Osoby prywatnej,2,1,Blok,64,3,1
https://www.olx.pl/oferta/zaciszny-apartament-przy-dworcu-gdanskim-CID3-IDJuJE7.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,4,1,Apartamentowiec,40,2,500
https://www.olx.pl/oferta/wynajme-kawalerke-26m-plus-ogrod-26-m-praga-poludnie-CID3-IDIMDNZ.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1700,Osoby prywatnej,Parter,1,Apartamentowiec,26,Kawalerka,350
https://www.olx.pl/oferta/mieszkanie-2-pokoje-rondo-wiatraczna-CID3-IDJi8DH.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Praga-Południe,2400,Osoby prywatnej,4,1,Blok,41,2,1
https://www.olx.pl/oferta/42m-ul-kazimierzowska-przy-rakowieckiej-metro-pole-mokotowskie-CID3-IDGjCIE.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,Parter,1,Kamienica,42,2,150
https://www.olx.pl/oferta/bezposrednio-2-pok-osobna-kuchnia-w-zabytkowym-budynku-plac-wilsona-CID3-IDFN9Z4.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Żoliborz,1750,Osoby prywatnej,1,1,Kamienica,40,2,500
https://www.olx.pl/oferta/nowy-apartament-z-ogrodem-na-wynajem-119m2-200m2-ogrodu-CID3-IDJ35CM.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Ochota,8500,Osoby prywatnej,Parter,1,Apartamentowiec,119,4,1
https://www.olx.pl/oferta/stary-mokotow-2-pokoje-do-wynajecia-CID3-IDJuPss.html#bea34531db,18 kwietnia 2021,"Warszawa,",Mokotów,1950,Osoby prywatnej,1,0,Kamienica,44,2,200
https://www.olx.pl/oferta/mieszkanie-2-pokoje-waszyngtona-blisko-centrum-CID3-IDIxY2m.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1800,Osoby prywatnej,3,1,Blok,34,2,400
https://www.olx.pl/oferta/mieszkanie-2-pok-ochota-spokojne-blisko-CID3-IDJgUHo.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Ochota,1700,Osoby prywatnej,1,1,Blok,42,2,550
https://www.olx.pl/oferta/wynajme-funkcjonalne-dwu-pokojowe-mieszkanie-z-bardzo-duzym-balkonem-CID3-IDGapuq.html#07ae91178c;promoted,16 kwietnia 2021,"Warszawa,",Ursus,1549,Osoby prywatnej,4,1,Blok,35,2,535
https://www.olx.pl/oferta/wynajme-mieszkanie-52m-garaz-CID3-IDJoe3l.html#422618dedf;promoted,17 kwietnia 2021,"Warszawa,",Wilanów,2000,Osoby prywatnej,1,1,Apartamentowiec,52,2,610
https://www.olx.pl/oferta/wynajme-dwupokojowe-mieszkanie-43-mkw-CID3-IDJtLjo.html#25e8bbc894,16 kwietnia 2021,"Warszawa,",Żoliborz,2150,Osoby prywatnej,Powyżej 10,1,Blok,43,2,100
https://www.olx.pl/oferta/bezposrednio-wynajme-2-pokoje-ursus-skorosze-CID3-IDJr3le.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Ursus,2000,Osoby prywatnej,3,1,Blok,29,2,1
https://www.olx.pl/oferta/2-pokojowe-mieszkanie-garaz-praga-polnoc-CID3-IDJtAOM.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Praga-Północ,2600,Osoby prywatnej,3,1,Blok,41,2,300
https://www.olx.pl/oferta/kawalerka-27m2-stary-zoliborz-miedzy-pl-wilsona-i-ch-arkadia-CID3-IDI8yoD.html#422618dedf,17 kwietnia 2021,"Warszawa,",Żoliborz,1100,Osoby prywatnej,Parter,1,Blok,27,Kawalerka,350
https://www.olx.pl/oferta/wynajme-mieszkanie-CID3-IDJpkLJ.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Ochota,2700,Osoby prywatnej,3,1,Blok,55,3,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-warszawa-metro-wilanowska-CID3-IDJmJPT.html#25e8bbc894;promoted,15 kwietnia 2021,"Warszawa,",Mokotów,2700,Osoby prywatnej,Powyżej 10,1,Blok,55,2,500
https://www.olx.pl/oferta/ciche-2-pokoje-duzy-balkon-garaz-al-wyscigowa-mokotow-od-juz-CID3-IDIZ1me.html#bd20095740,16 kwietnia 2021,"Warszawa,",Mokotów,2400,Biuro / Deweloper,6,1,Apartamentowiec,40,2,400
https://www.olx.pl/oferta/mieszkanie-dwupokojowe-37-m2-ochota-CID3-IDJjzOt.html#4a0499b52f;promoted,12 kwietnia 2021,"Warszawa,",Ochota,2200,Biuro / Deweloper,Parter,1,Blok,37,2,400
https://www.olx.pl/oferta/przytulne-mieszkanie-bemowo-rayskiego-CID3-IDJtXcQ.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Bemowo,2280,Biuro / Deweloper,4,1,Blok,38,2,1
https://www.olx.pl/oferta/wynajem-mieszkanie-2-pokojowe-poborzanska-targowek-CID3-IDJbwuH.html#4a0499b52f,18 kwietnia 2021,"Warszawa,",Targówek,1800,Osoby prywatnej,3,0,Apartamentowiec,45,2,600
https://www.olx.pl/oferta/kawalerka-ul-pulawska-przy-metrze-raclawicka-CID3-IDGt376.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Biuro / Deweloper,8,1,Apartamentowiec,20,Kawalerka,1
https://www.olx.pl/oferta/wynajme-mieszkanie-zielone-zacisze-targowek-CID3-IDJtmYN.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Targówek,1600,Osoby prywatnej,1,1,Blok,41,2,470
https://www.olx.pl/oferta/wynajme-dwupokojowe-mieszkanie-43-mkw-CID3-IDJtLhs.html#25e8bbc894,16 kwietnia 2021,"Warszawa,",Żoliborz,2150,Osoby prywatnej,Powyżej 10,1,Blok,43,2,100
https://www.olx.pl/oferta/bezposrednio-gieldowa-z-miejscem-parkingowym-CID3-IDJrCIi.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,6,1,Apartamentowiec,32,Kawalerka,550
https://www.olx.pl/oferta/kawalerka-stara-milosna-wlsciciel-CID3-IDJrgwU.html#37e50b5da4;promoted,16 kwietnia 2021,"Warszawa,",Wesoła,1600,Osoby prywatnej,Parter,1,Blok,26,Kawalerka,1
https://www.olx.pl/oferta/wynajme-mieszkanie-2-pokoje-metro-wawrzyszew-warszawa-bielany-CID3-IDI4d21.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Bielany,1600,Osoby prywatnej,2,1,Blok,39,2,600
https://www.olx.pl/oferta/wynajme-mieszkanie-3-pokojowe-CID3-IDIKkkC.html#422618dedf,17 kwietnia 2021,"Warszawa,",Białołęka,2100,Osoby prywatnej,2,1,Blok,86,3,200
https://www.olx.pl/oferta/1pok-27m-wola-ul-wolska-przy-sokolowskiej-balkon-CID3-IDJfYOd.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Wola,1200,Biuro / Deweloper,1,1,Blok,27,Kawalerka,1
https://www.olx.pl/oferta/bezposrednio-mieszkanie-2-pokoje-synow-pulku-CID3-IDJmIwQ.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Bemowo,1650,Osoby prywatnej,6,1,Blok,31,2,1
https://www.olx.pl/oferta/wynajme-kawalerke-na-woli-ok-38m2-calkowity-koszt-2-000zl-CID3-IDIlPt3.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,8,1,Blok,38,Kawalerka,1
https://www.olx.pl/oferta/wynajme-nowe-mieszkanie-40m2-2-pok-umeblowane-wysoki-standart-CID3-IDHhdrs.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Białołęka,1700,Osoby prywatnej,2,1,Blok,40,2,540
https://www.olx.pl/oferta/wynajme-nowoczesne-przestronne-mieszkanie-z-tarasem-na-ochocie-CID3-IDCIcqq.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Ochota,3500,Biuro / Deweloper,4,1,Apartamentowiec,120,3,1
https://www.olx.pl/oferta/blisko-arkadii-i-pl-grunwaldzkiego-meble-do-ust-CID3-IDJuzTR.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Żoliborz,2200,Biuro / Deweloper,2,1,Blok,40,2,2
https://www.olx.pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-34-m2-przy-metrze-stare-bielany-CID3-IDJrGHu.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Bielany,2200,Osoby prywatnej,Parter,0,Blok,34,2,100
https://www.olx.pl/oferta/bezp-kawalerka-22m-1299zl-zawiera-czynsz-blisko-skm-kameralny-bud-CID3-IDJcNq7.html#14aaf70e72;promoted,16 kwietnia 2021,"Warszawa,",Ursus,1299,Osoby prywatnej,3,1,Szeregowiec,50,Kawalerka,1
https://www.olx.pl/oferta/2-pokoje-kawalerka-dolny-mokotow-CID3-IDITSvT.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,1750,Osoby prywatnej,Parter,1,Blok,36,2,1
https://www.olx.pl/oferta/wynajme-kawalerke-warszawa-ul-okopowa-CID3-IDJtV0x.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Wola,1600,Osoby prywatnej,Parter,1,Blok,30,Kawalerka,300
https://www.olx.pl/oferta/dwupokojowy-apartament-z-widokiem-na-centrum-warszawy-CID3-IDIBzWQ.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Wola,2400,Biuro / Deweloper,5,1,Apartamentowiec,32,2,400
https://www.olx.pl/oferta/kawalerka-bezposrednio-oddowiona-CID3-IDJtqwi.html#bd20095740,16 kwietnia 2021,"Warszawa,",Żoliborz,1550,Biuro / Deweloper,8,1,Blok,29,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-39m2-warszawa-wola-CID3-IDJutY2.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Wola,2100,Osoby prywatnej,1,1,Blok,39,2,1
https://www.olx.pl/oferta/kawalweka-osiedle-santorini-bezposrednio-garaz-CID3-IDE2yLb.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Praga-Południe,1900,Osoby prywatnej,3,1,Apartamentowiec,32,Kawalerka,1
https://www.olx.pl/oferta/wynajme-kawalerke-28m2-skarbka-z-gor-CID3-IDJtXIr.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Białołęka,1300,Osoby prywatnej,1,1,Blok,28,Kawalerka,1
https://www.olx.pl/oferta/rembertow-35m2-2-pokoje-1500zl-CID3-IDJsMtn.html#db10b50a4b;promoted,17 kwietnia 2021,"Warszawa,",Rembertów,1500,Osoby prywatnej,5,1,Blok,35,2,350
https://www.olx.pl/oferta/bliska-bialoleka-targowek-2-osobne-pokoje-osobna-kuchnia-CID3-IDJtyCI.html#07ae91178c;promoted,16 kwietnia 2021,"Warszawa,",Białołęka,1600,Osoby prywatnej,Parter,1,Blok,50,2,1
https://www.olx.pl/oferta/kawalerka-z-garazem-blisko-metra-trocka-CID3-IDIwnzp.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Targówek,1400,Osoby prywatnej,4,1,Apartamentowiec,25,Kawalerka,400
https://www.olx.pl/oferta/wynajme-3-pokoje-na-zamknietym-osiedlu-CID3-IDJtGCF.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Bielany,2600,Osoby prywatnej,4,1,Blok,57,3,1
https://www.olx.pl/oferta/2-pokoje-jezewskiego-33m-1-500-zl-faktura-CID3-IDJtCwN.html#ff23ca5e79;promoted,16 kwietnia 2021,"Warszawa,",Ursynów,1500,Osoby prywatnej,2,1,Blok,33,2,400
https://www.olx.pl/oferta/wynajme-3-pokojowe-mieszkanie-na-bemowie-CID3-IDJtwlp.html#5a80808650;promoted,16 kwietnia 2021,"Warszawa,",Bemowo,2000,Osoby prywatnej,Powyżej 10,1,Blok,64,3,730
https://www.olx.pl/oferta/mieszkanie-51m2-30m2-taras-CID3-IDIvrVI.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Białołęka,1650,Osoby prywatnej,1,1,Apartamentowiec,51,2,400
https://www.olx.pl/oferta/saska-kepa-mieszkanie-wynajem-okazja-centrum-for-rent-praga-poludnie-CID3-IDJ9skj.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1900,Osoby prywatnej,Parter,1,Blok,50,3,600
https://www.olx.pl/oferta/mieszkanie-w-domku-murowanym-46-m2-blisko-pkp-w-wa-wawer-CID3-IDJhn9B.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Wawer,1500,Osoby prywatnej,Parter,1,Dom,46,2,500
https://www.olx.pl/oferta/przytulne-mieszkanie-cicha-i-spokojna-okolica-ul-karola-darwina-CID3-IDJnTWV.html#37e50b5da4;promoted,16 kwietnia 2021,"Warszawa,",Praga-Północ,1300,Osoby prywatnej,Parter,1,Blok,35,2,400
https://www.olx.pl/oferta/mieszkanie-2-pokoje-ul-raclawicka-rakowiec-flat-for-rent-CID3-IDGtfDZ.html#bea34531db,18 kwietnia 2021,"Warszawa,",Ochota,1400,Osoby prywatnej,2,1,Blok,38,2,400
https://www.olx.pl/oferta/bezposrednio-2-pokoje-na-powislu-43m2-ul-wilanowska-CID3-IDJueiv.html#aebf69ee9d,17 kwietnia 2021,"Warszawa,",Śródmieście,2000,Osoby prywatnej,2,1,Blok,43,2,600
https://www.olx.pl/oferta/cicha-kawalerka-na-brodnie-ul-lojewska-CID3-IDJtLc6.html#25e8bbc894,16 kwietnia 2021,"Warszawa,",Bielany,1050,Osoby prywatnej,Parter,1,Blok,25,Kawalerka,250
https://www.olx.pl/oferta/wynajme-apartament-warszawa-ul-chrzanowskiego-CID3-IDIqwac.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Praga-Południe,3000,Osoby prywatnej,2,1,Blok,43,2,1
https://www.olx.pl/oferta/nowoczesne-2-pok-goclaw-saska-kepa-z-panorama-CID3-IDIxtaz.html#db57b3b96a;promoted,16 kwietnia 2021,"Warszawa,",Praga-Południe,2200,Osoby prywatnej,7,1,Blok,53,2,480
https://www.olx.pl/oferta/wynajme-mieszkanie-75m2-115m2-ogrodek-z-tarasem-warszawa-wola-CID3-IDJoBNN.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Wola,3200,Osoby prywatnej,Parter,1,Blok,75,3,550
https://www.olx.pl/oferta/wynajme-mieszkanie-na-woli-CID3-IDG35hm.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Wola,1800,Osoby prywatnej,4,1,Blok,31,Kawalerka,1
https://www.olx.pl/oferta/kawalerka-gorny-mokotow-przy-morskim-oku-CID3-IDGqfGp.html#db57b3b96a;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,1750,Osoby prywatnej,1,1,Blok,40,Kawalerka,450
https://www.olx.pl/oferta/mokotow-2-pok-mieszkanie-45m2-z-garazem-na-bukowinskiej-10-za-1900-zl-CID3-IDJtUK4.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Mokotów,1900,Biuro / Deweloper,1,1,Apartamentowiec,46,2,600
